"zcta","pct_nhwhite","pct_nbblack","pct_hispanic","income","poverty_rate","population","dataset"
"83519",54.40660247113556,68.04766030982137,77.38629188388586,33676.28073212962,45.67068361211568,35016,"ACS"
"29394",59.41420204471797,57.725429674610496,60.51693004556,28216.44693905397,48.043482983484864,3960,"ACS"
"53241",28.91597372945398,41.63472962100059,39.05157435219735,50592.086510876085,12.738140672445297,34208,"ACS"
"28825",14.711364731192589,72.91812435723841,67.10575730539858,56478.60636697636,28.608320257626474,41101,"ACS"
"00041",96.30242325365543,57.418973301537335,86.92078115418553,42385.73111334687,62.54609983880073,44164,"ACS"
"14426",90.22990451194346,57.76351490058005,43.640287313610315,36711.57673876059,68.82933278102428,5260,"ACS"
"72820",69.07052784226835,58.99991274345666,12.047634436748922,43979.69252771633,15.707598044537008,13174,"ACS"
"51656",79.54674176871777,22.29283400811255,61.895335954613984,34494.74727649517,80.00876493752003,42005,"ACS"
"94038",2.461368450894952,10.34922986291349,48.05087510030717,57030.017951500704,19.721472449600697,19376,"ACS"
"58527",47.77959710918367,73.6506026936695,92.3893089639023,55745.03005108308,53.93009523395449,29132,"ACS"
"77009",75.84595375228673,61.24037562403828,24.067268520593643,34047.08490433787,97.9264308931306,13508,"ACS"
"43042",21.640793583355844,95.12123605236411,77.64815755654126,43759.311384292945,41.702436516061425,1874,"ACS"
"77837",31.818100763484836,95.98758656065911,75.1987888244912,60472.16055089611,8.13599277753383,22335,"ACS"
"06134",23.16257853526622,74.48360500857234,67.64824248384684,48319.40764671926,16.981773683801293,45419,"ACS"
"33523",14.280002238228917,43.48301456775516,55.171946389600635,50095.15892464884,18.861948722042143,48857,"ACS"
"21812",41.45463358145207,17.477513733319938,59.78605311829597,54172.40223978003,2.8995851054787636,23243,"ACS"
"39895",41.372432629577816,43.52880688384175,86.64375816006213,56268.34196680769,28.068556496873498,24307,"ACS"
"09640",36.884545092470944,76.24581877607852,49.534071260131896,62062.43138708588,36.39695490710437,38101,"ACS"
"85278",15.244474774226546,91.90293110441417,98.02289640065283,57725.65368613624,27.566922502592206,24956,"ACS"
"09326",13.880606344901025,90.66975829191506,6.937468727119267,36224.3293593515,11.934309056960046,40879,"ACS"
"26510",23.303409945219755,81.55128289945424,55.59289639350027,46375.73074684817,13.018323411233723,35080,"ACS"
"20960",46.59624502528459,19.975294265896082,18.93735253252089,53022.984957967805,87.21173997037113,46860,"ACS"
"14403",26.597264036536217,4.9625585321336985,29.645748157054186,48909.20123881868,42.55459257401526,6481,"ACS"
"64502",85.78277153428644,47.89485256187618,84.10041218157858,28208.34718796072,10.023985034786165,39005,"ACS"
"71503",4.583116667345166,59.03933688532561,20.5107101239264,42418.852750056154,14.96252368669957,41663,"ACS"
"45221",44.220007420517504,9.662023582495749,58.27190896961838,60145.51151323084,89.07953603193164,28175,"ACS"
"94335",79.89248456433415,95.08902349043638,39.626219822093844,51580.47162065185,91.02766432333738,24360,"ACS"
"92372",12.189925997518003,16.274313861504197,30.557127622887492,35274.39562385279,84.23285197932273,6960,"ACS"
"77585",56.094798375852406,92.15062626171857,47.22552893217653,52159.26206229537,54.91495314054191,12781,"ACS"
"80686",20.65313896164298,12.7775072818622,74.32490978389978,48412.92526792153,26.487440546043217,40690,"ACS"
"70563",12.753165024332702,66.27395905088633,97.68036066088825,56718.53873401115,80.45945749618113,32650,"ACS"
"32606",75.33078643027693,78.40419274289161,15.626385132782161,71065.58601750968,6.642895797267556,29759,"ACS"
"16152",89.50453591533005,76.46131617948413,12.942581134848297,34840.99868937143,7.994703715667129,21939,"ACS"
"25559",37.44627758860588,67.25703105330467,58.055930281989276,44949.36478009199,27.830227673985064,43174,"ACS"
"14215",66.51151946280152,11.56659023836255,13.71491749305278,48612.37059657598,49.42326496820897,22548,"ACS"
"14287",9.484066092409194,85.13014875352383,20.199644449166954,28637.949996162315,85.6036163168028,19407,"ACS"
"23194",38.39696377981454,61.796159483492374,34.16490645613521,49687.80004039841,70.73211763054132,23259,"ACS"
"90094",27.43836445733905,83.64115559961647,26.590094668790698,44068.30962087569,41.5783402742818,22593,"ACS"
"34976",81.46400388795882,16.992822475731373,72.15859815478325,72356.0276857964,53.907835483551025,47016,"ACS"
"14491",44.851634139195085,1.0281220078468323,69.54914843663573,20820.23786116644,14.326258399523795,17640,"ACS"
"82949",81.00643530488014,32.34697312582284,79.42087270785123,64882.211682074834,50.70196818560362,15218,"ACS"
"77584",81.23895095195621,26.968272449448705,27.446999866515398,60080.246676911236,11.253401800058782,18734,"ACS"
"40503",79.43423211108893,82.52613560762256,18.195636197924614,57350.91629620297,15.050261002033949,41671,"ACS"
"34724",43.983168760314584,93.36617370136082,46.26036670524627,51468.11992724805,89.72959427628666,7920,"ACS"
"86013",75.44751586392522,12.77914836537093,55.05450768396258,42891.99704795798,26.476712804287672,28700,"ACS"
"17369",62.922113155946136,91.33376062382013,62.2717714169994,61056.314007816174,75.03824916202575,21210,"ACS"
"31542",71.01824013516307,60.52339477464557,48.28934238757938,41142.52934964405,34.27749881520867,20140,"ACS"
"59106",0.062477332539856434,40.02851664554328,12.983097415417433,56947.61817861876,63.56547470204532,15934,"ACS"
"86605",47.53165740985423,66.57953034155071,88.3996807038784,54026.39185314637,21.116913063451648,13723,"ACS"
"40632",22.011888516135514,76.75992771983147,99.13179278373718,60762.38196435168,72.21163490321487,47160,"ACS"
"96111",37.98165377229452,52.189570013433695,86.19654360227287,44034.53568511508,77.7508907718584,18482,"ACS"
"43204",61.277100327424705,39.45075171068311,85.22507178131491,44190.12372022975,95.9701522719115,6182,"ACS"
"37544",35.179790924303234,96.57868335489184,37.74136072024703,53020.76563812212,96.07632744591683,20174,"ACS"
"99289",11.113542434759438,4.898554063402116,61.70764998532832,53056.851555143374,46.60813605878502,22617,"ACS"
"84427",24.361947271972895,15.330827166326344,51.83423925191164,63739.98354002253,90.57753013912588,43252,"ACS"
"76820",66.80555874481797,69.68390655238181,3.6929209949448705,54853.99428386068,67.4273487413302,25539,"ACS"
"82115",41.764677967876196,72.77858732268214,74.3032434489578,51448.400393476484,66.37940832879394,11647,"ACS"
"44196",78.81958340294659,10.837941546924412,84.24285042565316,58426.19843915447,65.11053673457354,19652,"ACS"
"92337",10.286464425735176,46.4568545576185,4.911531717516482,44563.92184237238,45.29119289945811,47542,"ACS"
"44983",43.489274149760604,64.21255362220109,89.32892077136785,60929.718962790954,51.41294472850859,10417,"ACS"
"91438",98.49569799844176,39.71109378617257,37.81774528324604,39774.58396138411,71.76943472586572,22178,"ACS"
"36717",89.30511143989861,99.04302570503205,69.55643014516681,53381.47371372873,40.33536983188242,27615,"ACS"
"28078",88.64690607879311,67.87088098935783,71.73113625030965,32931.54236387271,21.516876108944416,13577,"ACS"
"69369",17.505265027284622,31.531845754943788,68.2524946751073,52464.49258206673,41.229962767101824,23707,"ACS"
"91564",13.069569156505167,15.376926003955305,30.04063561093062,34320.36868857966,60.446333955042064,12736,"ACS"
"43406",65.31019250396639,30.12517357710749,30.262318276800215,47685.150550346676,46.82706231251359,27979,"ACS"
"41488",34.3516472261399,9.451553062535822,47.61103983037174,32425.4454993354,56.61049569025636,29156,"ACS"
"47485",65.67581279668957,2.6875506853684783,4.848248395137489,43603.80170101252,40.2056829771027,41221,"ACS"
"63528",32.03732424881309,31.04833043180406,49.16198200080544,42238.33090065714,0.9512949967756867,48029,"ACS"
"14536",18.769111926667392,74.24388686195016,58.86247237212956,55547.74652987968,19.72301071509719,43958,"ACS"
"83069",78.22943013161421,96.00922123063356,23.463932843878865,44178.778699142946,97.10620690602809,21153,"ACS"
"51465",9.359498671256006,41.58026627264917,96.46382494829595,42314.048981274515,70.3580646077171,37119,"ACS"
"26503",46.677904156968,52.22354072611779,15.999466041103005,62215.156878147565,9.150217403657734,23632,"ACS"
"88299",51.15054599009454,6.75197287928313,57.52379838377237,66691.70409672073,67.78869954869151,35185,"ACS"
"32953",59.99889592640102,62.98418054357171,42.07922122441232,60934.80384210248,0.432129274122417,29481,"ACS"
"00413",33.282354031689465,35.34137872047722,12.242970848456025,35087.57494858549,25.907846237532794,23427,"ACS"
"10762",48.861303366720676,42.47146521229297,36.42852073535323,62766.53082595257,49.986337358132005,26739,"ACS"
"48182",95.44738274998963,96.37687907088548,99.87261595670134,37714.624292602966,28.592381346970797,14000,"ACS"
"30571",48.29023971688002,68.09984869323671,79.78862931486219,49280.48978018193,54.2769045336172,12228,"ACS"
"42521",89.03502221219242,71.84638844337314,34.98515116516501,57344.58203312735,64.01233479846269,31715,"ACS"
"74522",91.4438186911866,17.062976537272334,93.69770546909422,47861.12919609975,49.68063263222575,42086,"ACS"
"14745",60.873498232103884,20.3609089134261,71.31973791401833,48496.07196382184,75.07090945728123,10293,"ACS"
"25946",41.06897765304893,87.65497119165957,49.52437684405595,51253.82426230553,55.58930414263159,6353,"ACS"
"80340",14.709469093941152,83.75225255731493,81.22453617397696,54278.580221065225,86.82196654845029,19894,"ACS"
"43928",93.5299803270027,72.0627042464912,65.49325447995216,54113.50679073257,11.802308540791273,9013,"ACS"
"06601",30.122889997437596,28.10633711051196,36.074588098563254,32736.38746133364,81.49157303851098,43826,"ACS"
"57701",6.07205715496093,20.999089675024152,47.19315520487726,48243.517659401055,72.3241115687415,17607,"ACS"
"53518",94.77269400376827,49.415031960234046,59.83577056322247,52868.385232049746,96.76465468946844,24614,"ACS"
"72326",72.05962734296918,52.17528082430363,72.61998311150819,55907.40011639347,91.63124852348119,20127,"ACS"
"52353",14.229429559782147,21.98318117298186,35.599973099306226,46826.3971583737,11.54424431733787,15078,"ACS"
"66154",54.92846560664475,76.31067023612559,58.647844986990094,42973.483595658276,20.081081497482955,42850,"ACS"
"47802",95.40912385564297,2.451965305954218,51.660358789376915,36324.12198404019,65.56290604639798,14399,"ACS"
"31517",58.54833531193435,71.14859451539814,59.35146894771606,42711.92751080167,62.01497942674905,14065,"ACS"
"66075",40.451028174720705,84.08875991590321,88.82695846259594,48784.75074357078,98.30892814788967,36174,"ACS"
"32263",64.78934793267399,93.08210720773786,86.71275558881462,43647.93951126808,39.32338447775692,22035,"ACS"
"95989",31.982061709277332,66.20916472747922,83.12013696413487,55947.026881205784,96.74349138513207,42731,"ACS"
"69161",30.772001086734235,26.994221936911345,16.17181112524122,53675.012308977595,47.57648559752852,19120,"ACS"
"81118",21.976763126440346,21.823346032761037,33.13977452926338,33912.61565313727,30.978461587801576,34503,"ACS"
"56157",36.948886583559215,86.7818171158433,92.61724550742656,53173.318447983285,83.53955172933638,47336,"ACS"
"19392",98.42192034702748,2.4571551708504558,92.50391211826354,55417.046582179435,59.58600966259837,42248,"ACS"
"46137",15.42023008223623,85.00267243944108,63.649753807112575,47386.73010085487,60.94048505183309,46389,"ACS"
"67747",9.104399988427758,52.39330769982189,79.29098394233733,49735.04238033636,64.23306448850781,37106,"ACS"
"02286",14.190690778195858,43.54627018328756,57.17463579494506,45677.61693046267,97.33104356564581,8102,"ACS"
"59970",69.00071015115827,93.12947464641184,3.937568631954491,47066.13257213388,51.35085368528962,23207,"ACS"
"84298",61.92564833909273,16.455039591528475,28.76572438981384,39929.598746326876,36.98349192272872,33770,"ACS"
"54661",89.1394117148593,37.8788392059505,48.08415884617716,54252.07599639901,17.839477327652276,23745,"ACS"
"32281",67.29990926105529,13.804493704810739,43.491375236772,37751.83407664512,93.08223086409271,5767,"ACS"
"64085",73.70777379255742,14.972107717767358,93.24698871932924,44095.353446728834,33.624714124016464,16913,"ACS"
"07826",52.11357257794589,67.64472473878413,64.56805856432766,40863.619308615096,32.4318835278973,10973,"ACS"
"80287",65.98384496755898,56.21161558665335,0.08289637044072151,41290.82285643331,87.83565377816558,46811,"ACS"
"89799",82.1805460145697,47.16484427917749,1.9522410817444324,46314.443602064275,40.85321717429906,14740,"ACS"
"25449",78.62815517000854,81.11001686193049,29.697456932626665,45147.47483907241,97.93994729407132,7702,"ACS"
"63405",97.98219173680991,96.23885322362185,27.374619781039655,43000.38120817965,37.17894565779716,10722,"ACS"
"76223",43.94315362442285,51.54098840430379,82.94713392388076,47465.66103217375,61.611395166255534,36005,"ACS"
"64616",31.17022020742297,70.37227696273476,72.10594229400158,34151.02391920821,61.328913969919086,29930,"ACS"
"27455",40.94749526120722,18.087951000779867,68.05558884516358,51110.38367521325,10.683329263702035,32510,"ACS"
"54740",1.0467111831530929,35.49669471103698,38.41948925983161,56318.46158956852,67.95834228396416,19476,"ACS"
"78173",18.384952400811017,4.99027892947197,18.527346709743142,37169.01307966094,0.10459441691637039,18741,"ACS"
"20193",84.27293188869953,15.255370270460844,21.17026054766029,35868.99378406994,55.77081518713385,31393,"ACS"
"66701",23.116178205236793,9.927171864546835,70.36921547260135,72319.9711011046,53.945034625940025,38128,"ACS"
"97201",23.90999556519091,28.014807612635195,26.248777471482754,52395.07240812717,72.55220231600106,44639,"ACS"
"22467",7.669116533361375,38.74502021353692,22.634863946586847,50531.92926904802,33.794868062250316,20707,"ACS"
"95362",24.57236780319363,63.415878638625145,59.31862953584641,48014.92544422982,21.712717250920832,44082,"ACS"
"63167",73.21352055296302,70.7063608802855,14.737070724368095,54926.47761120743,20.49318985082209,36823,"ACS"
"79225",84.74531651008874,32.601831876672804,5.1042098784819245,50372.41061093232,40.559989400207996,1939,"ACS"
"63658",49.75272670853883,96.51833151001483,1.3885029358789325,44540.88047643268,4.538220935501158,28019,"ACS"
"49862",38.79090298432857,69.64544474612921,80.81855003256351,45675.23932977958,74.28430649451911,20580,"ACS"
"84032",24.64489941485226,16.10781941562891,80.2564529934898,46555.15293666448,90.32547168899328,25318,"ACS"
"79331",11.109646130353212,36.906224163249135,1.5043823746964335,46803.30604227579,85.03832633141428,34472,"ACS"
"84955",38.99944352451712,30.22177591919899,59.52947186306119,42483.011264030276,28.95224578678608,32225,"ACS"
"51491",57.193531398661435,45.79657674767077,30.736278975382447,60741.01523440921,63.244692934677005,44020,"ACS"
"15703",21.68927628081292,82.32827463652939,60.61108699068427,50938.221556594886,17.6594594726339,40502,"ACS"
"06623",44.47680020239204,23.253935086540878,21.558752236887813,42269.331705117555,76.09586983453482,14924,"ACS"
"08983",21.79906687233597,40.23222252726555,94.78693406563252,55912.48734948419,82.39501973148435,27253,"ACS"
"37769",50.2299563260749,97.16128029394895,10.59056669473648,53502.28478678131,79.95629459619522,27992,"ACS"
"29479",35.39045718498528,12.442074599675834,11.949086771346629,48624.20418817093,76.96321120020002,10920,"ACS"
"70943",64.998515881598,63.029007660225034,14.053755975328386,54008.81867040071,72.88401736877859,47485,"ACS"
"98170",37.4713956611231,70.38670058827847,29.285536636598408,40936.21004715563,63.40780663304031,8406,"ACS"
"78121",35.544538078829646,59.12002841942012,59.873623633757234,48011.59747437933,41.14884999580681,29364,"ACS"
"86621",53.36879454553127,99.65162712614983,20.90345215983689,40008.45295672775,41.37579733505845,11154,"ACS"
"01835",74.03343603946269,4.533610143698752,45.233107497915626,38161.895655764034,43.47302068490535,48514,"ACS"
"42221",22.11029378231615,99.00725379120559,45.28294396586716,46686.013498183114,39.938792935572565,38020,"ACS"
"21099",41.27461186144501,74.5306309312582,38.176342844963074,51680.248012484844,73.30270390957594,1653,"ACS"
"41043",26.56866868492216,43.67495977785438,98.75732115469873,40869.94469316488,63.39639450889081,33021,"ACS"
"90978",62.997305346652865,15.300654876045883,1.0149793000891805,48249.41871715541,32.44165666401386,48972,"ACS"
"56529",18.38284907862544,44.8865175480023,86.54869408346713,31695.53879113763,33.89943994116038,8930,"ACS"
"36940",86.36441114358604,18.632471258752048,9.269827604293823,45532.627480652736,44.749857019633055,1430,"ACS"
"97455",74.65680041350424,42.654858250170946,18.209247034974396,61706.67274726094,29.5229556504637,17131,"ACS"
"76099",66.8284649727866,82.07798665389419,44.776618271134794,38485.84102320274,46.34256872814149,43699,"ACS"
"38265",61.80178732611239,5.037891422398388,72.9090062668547,38070.679799533056,92.94019979424775,23594,"ACS"
"76384",37.223806022666395,32.53821516409516,18.996232375502586,47801.3854149291,5.627796007320285,42952,"ACS"
"46438",52.98356858547777,84.24119295086712,13.931142981164157,55346.70732983126,14.309153566136956,45198,"ACS"
"75176",87.46823428664356,4.019979294389486,21.279262425377965,62361.09165520294,63.08814883232117,18248,"ACS"
"88461",58.1750099780038,79.18729612138122,16.872822563163936,76537.40728603819,15.808983379974961,48511,"ACS"
"69350",83.9767764788121,96.16284375078976,85.30353368259966,58008.932380747516,71.56634738203138,19146,"ACS"
"08176",31.244816491380334,66.09204874839634,74.00155968498439,56714.53526553663,14.834419405087829,47013,"ACS"
"94119",70.82903222180903,0.8717419113963842,56.969131994992495,70279.24117065941,47.56384454667568,32307,"ACS"
"76369",26.501780608668923,46.57892242539674,85.53361925296485,46990.75696130536,27.998391445726156,32875,"ACS"
"17746",59.43431940395385,71.66138486936688,14.827864221297204,47866.50594489328,96.35987770743668,28805,"ACS"
"53873",48.128980048932135,2.818210981786251,37.74571104440838,52532.70149612449,71.62089911289513,46115,"ACS"
"29133",26.503273146227002,84.54825587105006,31.964347464963794,35799.11955159471,43.023246130906045,30132,"ACS"
"00031",56.45904347766191,74.64154090266675,2.993193850852549,31645.63344572013,38.14109927043319,12082,"ACS"
"07588",91.31882230285555,26.403076434507966,38.785904622636735,68067.89374038269,71.86376822646707,45373,"ACS"
"04620",90.18743894994259,74.5913676219061,70.94390245620161,44250.042574896186,24.964423081837595,47416,"ACS"
"45980",27.41666215006262,67.15824713464826,24.81587880756706,45421.19143206949,70.28441054280847,29943,"ACS"
"68783",32.148275640793145,17.205273336730897,64.79003641288728,40070.44234010564,36.72770611010492,22792,"ACS"
"51573",98.56408843770623,66.97164683137089,16.750952135771513,51440.72596665995,78.36791144218296,1955,"ACS"
"89552",61.99933101888746,93.03540315013379,77.23926785402,55911.40522435689,67.1467681415379,8972,"ACS"
"70778",93.73140891548246,85.09747583884746,47.93424056842923,47713.887621265916,66.19211821816862,33408,"ACS"
"11667",46.653270232491195,78.10732352081686,6.0370254795998335,50147.046935473736,29.086168995127082,1689,"ACS"
"33027",40.683259326033294,68.58423312660307,77.07123043946922,59513.92914928735,42.41528823040426,19299,"ACS"
"87905",65.92303242068738,59.13691120222211,87.70116604864597,49892.31922986207,86.66453242767602,38954,"ACS"
"70945",15.234661684371531,40.327321691438556,58.97305868566036,44386.56527822996,71.34028214495629,40218,"ACS"
"91467",57.28670582175255,12.834811257198453,60.976771847344935,49393.89918553491,30.546193290501833,6014,"ACS"
"76792",23.872602684423327,82.01644644141197,42.06828037276864,41576.73653952003,60.00676974654198,10349,"ACS"
"89436",96.23589364346117,71.67204723227769,4.851466068066657,51018.88083639531,37.576480489224195,14762,"ACS"
"02450",60.136572597548366,78.83248524740338,65.09254665579647,41020.74215851651,59.619953110814095,20653,"ACS"
"44500",51.502972724847496,1.8316001165658236,50.189759535714984,63939.25445276674,62.79332088306546,27706,"ACS"
"01673",40.25733422022313,17.449014098383486,78.63785249646753,25134.760956190385,76.41113428398967,4040,"ACS"
"19851",88.0246541230008,59.86489683855325,54.702655831351876,54012.941358106786,19.98757137916982,37626,"ACS"
"48434",36.409186478704214,8.063882286660373,44.41269598901272,45119.72777039091,78.0159788671881,4379,"ACS"
"83529",28.8239280693233,70.73159418068826,83.77973975148052,69871.488081498,21.60014680121094,38716,"ACS"
"06007",17.0645235106349,56.366877420805395,67.57349739782512,47655.36569312691,49.65999119449407,2985,"ACS"
"83680",17.217174638062716,28.280790918506682,5.16618920955807,54818.37360399392,67.92217711918056,17852,"ACS"
"55992",48.204260552302,39.205676573328674,12.598595372401178,53868.939692043394,34.861249825917184,25974,"ACS"
"90779",25.29649285133928,67.27281678467989,82.6372058596462,52476.724093367775,3.9995685685425997,22403,"ACS"
"78967",21.625478961504996,16.217966726981103,40.14287444297224,55181.198353506545,90.79494865145534,1150,"ACS"
"66596",67.43763880804181,10.850190347991884,50.5077991168946,69974.1373388409,9.32653029449284,14219,"ACS"
"60906",4.766362742520869,53.344422997906804,33.71337833814323,59275.08823680672,52.113904198631644,44863,"ACS"
"78715",70.08530874736607,10.319910035468638,62.384007149375975,51964.2414887758,82.56144309416413,31160,"ACS"
"93289",35.18886384554207,9.341808524914086,57.75636197067797,67902.66218987438,35.335988947190344,13625,"ACS"
"46468",40.89439979288727,63.99251420516521,22.22480510827154,55831.9774918996,54.8588742967695,27906,"ACS"
"01204",82.09513239562511,56.40424371231347,63.95736928097904,56503.33599101656,17.201351863332093,25787,"ACS"
"97653",91.8857348151505,30.55365195032209,35.67449157126248,62450.30148618503,26.603031740523875,39191,"ACS"
"53272",28.25283301062882,26.600903132930398,45.08088759612292,51611.06626019968,60.64158251974732,44344,"ACS"
"24111",96.11047937069088,63.25007895939052,40.06918191444129,57254.906914576386,63.2451553363353,10853,"ACS"
"75455",72.8394428268075,83.07578335516155,22.177442302927375,47255.19781867732,65.06776348687708,31300,"ACS"
"43694",68.63750820048153,5.135561525821686,24.7874999884516,51248.36065396146,91.47459999658167,4263,"ACS"
"03984",5.2843942772597075,99.23350361641496,17.625953280366957,50396.42627327459,12.75492599233985,33505,"ACS"
"07880",39.52201346401125,2.208719286136329,43.23069506790489,43602.6696246771,78.77741581760347,47919,"ACS"
"57722",47.78453798498958,17.983888904564083,60.969362407922745,70346.53218929857,8.877219865098596,13847,"ACS"
"22119",56.025326368398964,32.86920748651028,40.90547217056155,44411.024006111635,60.58896461036056,4780,"ACS"
"67632",69.82615948654711,85.48957167658955,91.25834740698338,46442.20589327979,57.307059108279645,5792,"ACS"
"86409",91.56835384201258,18.436031322926283,28.104885877110064,63244.173903574454,63.41084789019078,24096,"ACS"
"52523",61.83512273710221,79.53567025251687,21.560124936513603,49793.77770771022,20.642183488234878,37232,"ACS"
"53918",42.842150875367224,85.88521382771432,55.242015910334885,61681.26427189237,47.48181395698339,4326,"ACS"
"24522",54.20803672168404,47.201953385956585,35.0193289341405,43926.42879085189,91.12697199452668,21559,"ACS"
"06333",5.847848858684301,64.8202839307487,93.80464223213494,49871.58340694561,16.307796584442258,30080,"ACS"
"68430",26.085685705766082,32.50416845548898,62.95571052469313,47490.63121573579,13.410386256873608,25499,"ACS"
"90232",39.715195330791175,46.613745810464025,43.69796726386994,40308.86359593338,75.09329915046692,19027,"ACS"
"89419",19.774473668076098,94.240728369914,28.957715001888573,46966.88046632991,6.0702505288645625,11035,"ACS"
"55737",83.19275628309697,24.546429864130914,3.6663151113316417,43447.328603348156,44.90915450733155,6117,"ACS"
"19955",15.288722282275558,2.2457059239968657,54.83811341691762,58574.473249470495,47.21573467832059,15154,"ACS"
"55368",80.34185420256108,96.7071830527857,32.03740641474724,47090.16416976373,7.994463853538036,6114,"ACS"
"47818",54.682615655474365,26.00488569587469,48.10190612915903,49172.18795555701,68.01095257978886,1537,"ACS"
"14417",66.23176420107484,65.41072165127844,80.93068739399314,41721.55307195198,27.402300480753183,13877,"ACS"
"49286",17.169849388301373,7.538123754784465,21.88002266921103,52151.990056109295,56.23307388741523,3412,"ACS"
"92916",63.305535982362926,96.9246099004522,8.937631617300212,33880.63643096371,35.01268376130611,29358,"ACS"
"25244",31.18697467725724,91.85393238440156,79.71377980429679,20501.282157167723,45.19011052325368,3845,"ACS"
"05596",72.4554346408695,86.81525362189859,17.440707026980817,68801.06343265834,76.35145117528737,20497,"ACS"
"40276",39.89398246631026,42.43789748288691,80.13094838242978,57572.616974226985,64.75821079220623,21994,"ACS"
"60101",96.93564111366868,78.10319759882987,3.694221447221935,56347.28634060444,87.0152777293697,9575,"ACS"
"37167",96.7398370616138,29.990589269436896,84.71153061836958,27634.917341970064,22.112905490212142,8013,"ACS"
"69232",72.6702539017424,28.945278842002153,82.1639210684225,56771.29117027189,14.078470598906279,23025,"ACS"
"22974",25.72167464531958,99.92738331202418,89.76004179567099,55198.14270578053,58.978498773649335,32918,"ACS"
"52851",22.178793465718627,98.70372079312801,37.4296884983778,49223.44958600051,72.5424921605736,9252,"ACS"
"04913",59.30456516798586,48.004634119570255,30.63013474456966,58250.38762653747,20.222861599177122,26189,"ACS"
"10301",26.752143213525414,76.22750662267208,91.89640583936125,61205.69030706197,59.611734468489885,12418,"ACS"
"76908",53.10703988652676,32.86119250115007,32.11512572597712,48778.364008130535,21.058448660187423,16145,"ACS"
"99701",78.52916712872684,23.623884725384414,92.53174525219947,69453.37077658827,24.798184912651777,3830,"ACS"
"18547",16.80608105380088,61.78600303828716,60.303779784590006,59883.626994998056,54.24926462583244,3656,"ACS"
"78774",40.439918101765215,34.04492654372007,58.116451813839376,62243.853812857866,23.339748289436102,16465,"ACS"
"29370",47.15762776322663,5.839102761819959,73.56792003847659,46848.82385167363,65.96341661643237,13305,"ACS"
"46843",86.81068068835884,98.19458222482353,39.96786994393915,48688.77144338499,11.106767784804106,7740,"ACS"
"58102",92.57079558447003,68.80401216913015,36.70690357685089,40774.14577546099,19.23903157003224,40886,"ACS"
"36086",88.19775593001395,86.21822209097445,43.12113712076098,54073.69085480356,81.06967580970377,35812,"ACS"
